,Loan_ID,Name,Las_Name,Gender,Age,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,ZIP,Primary City,latitude,longitude
30931,LP001011,Santiago,Ward,Male,40,No,1,Not Graduate,No,2233,2486.614391241891,103.00269216440017,360.0,0.0,Semiurban,N,33168,Hialeah,25.77,-80.51
30932,LP001778,Gustavo,Alexander,Male,21,No,2,Graduate,No,1907,2185.9197264084673,130.74115999214203,360.0,1.0,Semiurban,Y,33168,Miami,25.52,-80.32
30933,LP001560,Preston,Rivera,Male,35,Yes,0,Graduate,No,1991,2320.034554623609,199.6658480498688,360.0,1.0,Urban,Y,33186,Miami,25.9,-80.4
30935,LP002369,Lorenzo,Alexander,Male,35,Yes,1,Graduate,No,822,1889.769560903906,135.2846328704753,360.0,1.0,Semiurban,N,33138,Miami,25.9,-80.21
30938,LP002337,Maxwell,Lawson,Male,46,Yes,0,Graduate,Yes,1620,623.4168016853173,125.0252765715345,300.0,1.0,Rural,Y,33149,Hialeah,25.5,-80.36
30948,LP001205,Patrick,Alexander,Male,20,Yes,0,Graduate,No,3015,1319.2856401892197,126.08609414308067,360.0,1.0,Urban,N,33034,Miami,25.81,-80.14
30952,LP001935,Amado,Parker,Female,21,Yes,0,Graduate,No,5121,2774.0191823621935,116.1811354246259,360.0,0.0,Semiurban,Y,33032,Miami Gardens,25.68,-80.49
30957,LP001179,Neil,Parker,Male,22,Yes,0,Not Graduate,No,1038,2800.7596609342677,152.80243670597545,360.0,1.0,Semiurban,Y,33145,Miami,25.53,-80.15
30958,LP002236,Cecilio,Lopez,Male,45,No,0,Graduate,No,1449,917.7310003907046,142.98301656323403,360.0,1.0,Semiurban,Y,33149,Miami,25.78,-80.34
30959,LP001750,Joel,Collins,Male,21,No,2,Graduate,No,2996,1219.4973374136744,126.79911608081795,360.0,0.0,Urban,N,33010,Key Biscayne,25.52,-80.32
30960,LP001238,Maurice,Parker,Female,33,No,0,Graduate,No,2862,1875.4160406644055,104.35121292655039,300.0,0.0,Semiurban,Y,33135,Key Biscayne,25.88,-80.4
30963,LP001497,Jonathan,Stephens,Male,32,Yes,0,Graduate,No,2645,2509.15278595809,282.44557850615297,360.0,1.0,Semiurban,Y,33177,Miami,25.79,-80.27
30964,LP001519,Esmeralda,Morris,Male,41,Yes,0,Graduate,No,1838,778.7013450917899,120.0361649035779,360.0,1.0,Rural,Y,33190,Miami,25.78,-80.27
30967,LP001935,Calvin,Alexander,Male,28,No,3+,Graduate,Yes,3476,1668.9016362980303,133.24630434111523,360.0,1.0,Rural,Y,33177,Hialeah,25.94,-80.16
30969,LP001384,Elliot,Daniels,Male,20,No,0,Graduate,No,1605,2852.0660843473643,130.36146384487284,360.0,1.0,Semiurban,N,33186,Hialeah,25.65,-80.15
30970,LP002205,Nelson,Alexander,Male,22,No,1,Graduate,Yes,1013,3538.8578764322633,94.81833573266948,360.0,1.0,Semiurban,Y,33137,Miami,25.27,-80.45
30972,LP001841,Rafael,Gonzalez,Male,34,Yes,0,Graduate,Yes,1338,1752.8033814795474,117.65064544953404,360.0,0.0,Rural,Y,33179,Miami,25.85,-80.17
30974,LP001711,Theodore,Miller,Male,28,Yes,3+,Graduate,No,1211,869.7802484393105,129.60799624306978,360.0,0.0,Rural,N,33134,Homestead,25.85,-80.18
30978,LP002229,Basilio,Morris,Male,24,Yes,1,Graduate,No,3041,1827.6110005204227,173.3139605595206,360.0,1.0,Rural,Y,33176,Miami Gardens,25.76,-80.46
30982,LP001977,Josiah,Hamilton,Male,49,Yes,0,Graduate,No,1172,1375.2550534059494,242.76597589639616,360.0,1.0,Rural,N,33128,Hialeah,25.94,-80.21
30984,LP001693,Dorian,Phillips,Male,24,Yes,3+,Graduate,No,2272,2251.250162495369,190.81027315201277,480.0,0.0,Rural,Y,33176,Miami,25.9,-80.3
30986,LP001699,Stuart,Simmons,Male,36,No,0,Graduate,No,1857,2032.167546309098,132.43054590703113,360.0,1.0,Urban,Y,33129,Homestead,25.82,-80.49
30991,LP001008,Marcos,Alexander,Male,25,No,1,Graduate,No,1476,1919.2463341180733,156.5491943976815,360.0,1.0,Rural,Y,33178,Homestead,25.57,-80.23
30993,LP001421,Trevor,Jordan,Male,29,Yes,0,Graduate,No,2244,631.7133178476884,105.41833076073024,360.0,1.0,Rural,N,33149,Homestead,25.86,-80.45
30994,LP001836,Mateo,Avery,Male,44,Yes,0,Graduate,Yes,1555,3657.457892566894,139.82636324777286,360.0,1.0,Semiurban,Y,33156,Miami,25.77,-80.23
30995,LP002571,Manuel,Hughes,Male,48,Yes,1,Graduate,No,1718,2817.2981327610023,128.81563395471449,360.0,1.0,Rural,Y,33149,Miami,25.88,-80.41
30996,LP002314,Pablo,Goodman,Female,28,Yes,2,Graduate,No,4450,2312.1498346534986,164.02576310283382,360.0,1.0,Urban,Y,33187,Miami,25.6,-80.41
30997,LP002187,Helen,Bryant,Male,36,No,2,Graduate,No,1230,1226.4801791037562,355.73739930288315,360.0,1.0,Rural,N,33186,Miami,25.77,-80.18
31001,LP002131,Harold,Cooper,Male,25,No,0,Graduate,No,2012,3285.9129493331693,95.14617772073493,360.0,1.0,Semiurban,Y,33154,Miami,25.86,-80.45
31007,LP001924,Dario,Rivera,Male,22,Yes,3+,Graduate,No,1360,935.9215994436162,135.34541974822474,180.0,1.0,Rural,Y,33147,Miami,25.89,-80.28
31008,LP002006,Homero,Martinez,Male,21,No,0,Graduate,Yes,4792,4111.328194021404,345.5171002369085,360.0,1.0,Rural,Y,33134,Miami,25.77,-80.2
31010,LP001713,Jade,Sanchez,Female,25,Yes,3+,Not Graduate,No,1853,3064.6328280526177,120.13536481550862,180.0,1.0,Urban,N,33149,Miami,25.49,-80.31
31012,LP002051,Destiny,Rivera,Male,19,No,0,Graduate,No,2804,2230.259235897629,165.45897574210764,360.0,1.0,Urban,N,33157,Miami,25.72,-80.49
31015,LP002637,Caleb,Taylor,Male,47,Yes,0,Graduate,No,2232,843.976412888192,188.8492740736537,360.0,1.0,Rural,Y,33129,Miami,25.79,-80.47
31017,LP001030,Dario,Rivera,Male,25,No,0,Graduate,Yes,1983,2850.4597064556965,144.22226224316057,360.0,1.0,Urban,Y,33150,Miami,25.71,-80.18
31018,LP001884,Perry,Collins,Male,29,No,0,Graduate,No,932,2231.37514851748,200.33982266904093,360.0,1.0,Semiurban,Y,33031,Hialeah,25.5,-80.36
31020,LP002706,Fabian,Turner,Male,24,Yes,1,Graduate,No,2920,2146.4257098532944,116.19067443536309,120.0,0.0,Semiurban,N,33130,Miami,25.9,-80.21
31022,LP002555,Marcos,Parker,Male,32,Yes,1,Graduate,No,2030,1862.0070837939397,98.91248664399595,180.0,1.0,Semiurban,Y,33141,Homestead,25.94,-80.41
31023,LP002367,Blake,Hale,Male,37,Yes,0,Graduate,No,2115,1352.9307751050053,111.26510571625317,360.0,1.0,Rural,Y,33101,Miami,25.46,-80.3
31028,LP002832,Emily,Alexander,Male,29,No,0,Not Graduate,No,1381,2069.882437441859,109.17805095749382,360.0,1.0,Semiurban,Y,33157,Miami,25.68,-80.38
31031,LP002205,Clifford,Price,Male,28,No,0,Graduate,No,1342,2938.5612327067806,147.3130189075082,360.0,1.0,Rural,Y,33015,Miami,25.71,-80.41
31032,LP001792,Blas,Jimenez,Male,36,Yes,0,Graduate,Yes,1406,2274.0667095480085,138.4119815582971,360.0,1.0,Urban,Y,33194,Opa Locka,25.52,-80.3
31033,LP001119,Damian,Rivera,Male,42,Yes,0,Not Graduate,Yes,1952,2244.757689853504,129.89188176228194,360.0,0.0,Urban,N,33150,Miami,25.75,-80.2
31034,LP002619,Fernando,Alexander,Male,24,Yes,0,Graduate,No,1321,1950.013524191742,121.38511496781227,360.0,0.0,Semiurban,Y,33131,Homestead,25.92,-80.36
31037,LP001238,Jack,Clark,Female,44,Yes,0,Graduate,Yes,1178,1851.0370048282145,102.63440776992469,360.0,1.0,Rural,Y,33144,Miami,25.56,-80.36
31038,LP002160,Jessica,Coleman,Female,29,Yes,0,Not Graduate,Yes,1411,3044.170643370588,109.15020925903517,360.0,1.0,Urban,Y,33169,Miami,25.9,-80.38
31049,LP001630,Saul,Parker,Male,30,Yes,0,Graduate,No,1672,1332.16750872922,100.07158747834288,360.0,1.0,Semiurban,N,33015,Miami,25.77,-80.41
31051,LP002841,Dario,Taylor,Male,23,No,0,Graduate,Yes,1914,2136.631859685697,116.74879260350278,180.0,1.0,Rural,Y,33132,Hialeah,25.92,-80.14
31052,LP002224,Ivy,Evans,Male,26,No,2,Graduate,No,1175,1617.2124922835471,124.92713685919965,360.0,1.0,Urban,N,33175,Hialeah,25.9,-80.18
31053,LP002443,Amanda,Morgan,Male,43,Yes,2,Graduate,Yes,1600,1750.611746596534,213.11907173281259,360.0,0.0,Urban,Y,33182,Miami,25.89,-80.33
31054,LP001807,Evelyn,Graham,Male,36,No,0,Graduate,No,2148,1963.9666788621837,100.86149404876019,360.0,1.0,Urban,N,33126,Miami,25.77,-80.5
31055,LP001572,Samuel,Ramirez,Male,31,No,0,Graduate,No,1640,2322.2201274270515,140.14294475892524,360.0,1.0,Semiurban,Y,33166,Miami,25.92,-80.36
31057,LP002692,Vincent,Spencer,Male,34,Yes,0,Graduate,Yes,747,2046.6692323291181,232.75223016458887,360.0,1.0,Urban,Y,33179,Hialeah,25.88,-80.34
31058,LP001925,Jeremiah,Daniels,Male,41,No,0,Graduate,No,2616,2432.3743509335286,120.6639435811987,360.0,1.0,Rural,Y,33158,Hialeah,25.75,-80.24
31060,LP002928,Marc,Thompson,Male,24,Yes,0,Graduate,No,1455,3750.2180966393344,183.34829333838468,300.0,1.0,Semiurban,Y,33183,Miami,25.73,-80.3
31062,LP002517,Owen,Ward,Male,28,No,2,Graduate,No,2490,2631.7603693030233,170.60380496684576,360.0,1.0,Rural,Y,33189,Miami,25.5,-80.4
31066,LP002505,Lucas,Parker,Male,39,Yes,1,Not Graduate,No,1128,925.4804339586806,130.22104832273686,360.0,1.0,Urban,Y,33186,Miami,25.96,-80.41
31069,LP001043,Herbert,Parker,Male,25,Yes,2,Not Graduate,No,4155,3073.2875186137944,138.827695702063,360.0,1.0,Rural,Y,33134,Miami,25.86,-80.32
31070,LP002301,Elisa,Parker,Male,23,Yes,0,Graduate,No,1696,1239.1617998918007,155.28092476787694,360.0,1.0,Semiurban,Y,33185,Miami,25.93,-80.2
31071,LP002347,Christina,Shaw,Male,47,No,0,Graduate,No,2529,786.1138730967444,105.86128009841495,480.0,0.0,Rural,Y,33015,Miami,25.9,-80.26
31072,LP001253,Alex,Hale,Male,19,Yes,0,Not Graduate,Yes,1060,2850.945741960538,164.12450274493048,360.0,1.0,Semiurban,Y,33170,Homestead,25.76,-80.31
31080,LP002347,Dylan,Parker,Male,26,Yes,0,Graduate,Yes,2830,1493.1120593739045,141.7158431392337,360.0,1.0,Semiurban,Y,33158,Miami,25.89,-80.41
31082,LP001385,Everett,Taylor,Male,27,Yes,0,Graduate,No,1207,2065.8609187371876,123.23589614508312,360.0,1.0,Semiurban,Y,33145,Homestead,25.6,-80.21
31083,LP002300,Christina,Bennett,Male,48,No,1,Not Graduate,No,2608,3202.2628428377066,159.33695517713733,360.0,0.0,Semiurban,Y,33194,Miami,25.89,-80.15
31086,LP002377,Delilah,Parker,Male,33,No,0,Not Graduate,No,1194,1695.5265325823057,117.78396148214155,360.0,1.0,Urban,Y,33174,Miami,25.68,-80.3
31090,LP002964,Harvey,Malone,Male,25,Yes,0,Graduate,No,764,2730.023253859501,176.80903283024708,360.0,1.0,Rural,Y,33101,Miami,25.78,-80.36
31092,LP001095,Wallace,Taylor,Male,37,Yes,0,Graduate,No,2382,1359.3241986048831,98.30952955835865,360.0,1.0,Urban,Y,33138,Miami,25.93,-80.41
31097,LP001008,Daisy,Goodman,Female,31,Yes,0,Not Graduate,No,1224,2588.6193721471036,98.94559164003279,360.0,0.0,Semiurban,Y,33141,Miami,25.81,-80.51
31099,LP002877,Jose,Johnson,Male,26,No,0,Graduate,No,4385,1746.8218769622483,110.26305105650644,360.0,1.0,Rural,N,33160,Miami Beach,25.77,-80.24
31100,LP002347,Amelia,Alexander,Male,25,No,0,Graduate,No,5411,2312.6223808230357,93.7373840884215,360.0,1.0,Semiurban,N,33032,Miami Beach,25.73,-80.4
31103,LP002961,Cesar,Bishop,Female,22,No,0,Not Graduate,No,1116,2557.663187368393,110.34447462587953,360.0,1.0,Rural,Y,33183,Miami,25.75,-80.27
31105,LP001275,Xavier,Morris,Male,51,Yes,0,Graduate,No,5944,1328.2479458964422,154.45721864829943,360.0,0.0,Rural,Y,33135,Miami,25.72,-80.5
31109,LP002315,Charles,Rivera,Male,34,Yes,3+,Graduate,No,2022,2486.9147174484388,109.21180692909486,360.0,0.0,Semiurban,Y,33149,Miami,25.92,-80.17
31110,LP001639,Chandler,Drake,Male,42,No,2,Graduate,No,1418,784.9823960818374,119.28004057627975,180.0,1.0,Urban,Y,33178,Miami,25.48,-80.39
31113,LP001824,Chandler,King,Male,45,Yes,0,Graduate,Yes,1051,2774.55827706905,127.59341835100024,360.0,0.0,Semiurban,Y,33179,Miami Gardens,25.48,-80.31
31115,LP002187,Sherman,Reed,Male,21,Yes,0,Graduate,No,1643,947.2765826600689,129.5117752699445,300.0,1.0,Urban,Y,33143,Hialeah,25.93,-80.45
31119,LP002335,Boyd,Castro,Male,35,No,2,Graduate,No,2217,1953.335747627334,157.486517479708,180.0,1.0,Rural,Y,33133,Miami,25.46,-80.23
31120,LP001032,Miguel,Stone,Male,32,No,1,Graduate,No,2869,2427.7091515779557,157.93255559418662,360.0,1.0,Semiurban,N,33157,Miami,25.81,-80.14
31121,LP002743,Janice,Beck,Male,25,No,0,Graduate,No,1997,2921.6331207290878,258.07571054208347,360.0,1.0,Urban,Y,33161,Miami,25.95,-80.27
31124,LP001750,Daisy,Hall,Male,37,No,2,Graduate,No,1725,3372.367281791534,202.4349454677779,480.0,0.0,Rural,Y,33168,Miami Beach,25.73,-80.28
31132,LP001904,Bennett,Rivera,Male,34,No,3+,Graduate,No,2078,1714.725459975525,120.9036052554599,360.0,1.0,Urban,Y,33174,Miami,25.76,-80.3
31133,LP002767,Theodore,Clark,Male,38,Yes,0,Not Graduate,Yes,4880,1642.8183521948254,226.6108422145216,300.0,1.0,Semiurban,Y,33015,Miami,25.96,-80.4
31137,LP002211,Blaine,Kelly,Male,37,Yes,0,Graduate,No,1788,3607.657450557662,94.90625471489243,360.0,1.0,Semiurban,Y,33176,Opa Locka,25.85,-80.34
31138,LP001711,Genesis,Rivera,Female,37,No,0,Graduate,No,3489,3301.47121668574,105.90799309561248,360.0,0.0,Rural,Y,33109,Miami,25.78,-80.19
31139,LP001744,Joel,Spencer,Male,33,No,0,Graduate,No,2135,2077.5796469755996,114.7381098461483,360.0,1.0,Urban,Y,33128,Miami,25.81,-80.16
31145,LP001384,Esteban,Coleman,Male,21,No,2,Graduate,No,1533,2071.2977385835193,94.01237545582426,180.0,1.0,Urban,Y,33157,Miami,25.65,-80.36
31156,LP001693,Anthony,Rivera,Male,39,No,0,Graduate,No,2464,1185.8438146818762,111.56059032065646,360.0,1.0,Rural,Y,33139,Miami,25.93,-80.28
31157,LP001241,Cecilio,Parker,Male,22,Yes,3+,Graduate,No,2339,1332.3637593991768,223.315726201162,360.0,1.0,Rural,Y,33143,Miami,25.83,-80.21
31164,LP001018,Isaac,Hale,Male,38,Yes,0,Graduate,No,1080,1617.8133718035735,200.49331417776924,360.0,1.0,Urban,Y,33158,Miami,25.73,-80.18
31167,LP002928,Alejandro,Morris,Female,41,No,1,Graduate,No,1226,1806.590255017182,227.7094580478317,180.0,1.0,Rural,Y,33122,Miami,25.74,-80.5
31168,LP001657,Logan,Sanchez,Male,24,No,0,Graduate,No,2685,2654.3317096647884,147.5535124212051,360.0,1.0,Semiurban,N,33139,Miami,25.73,-80.18
31170,LP002284,Alfonso,Henderson,Male,22,Yes,0,Not Graduate,No,1321,1528.4298974038838,182.42102844123505,360.0,1.0,Urban,N,33196,Miami,25.93,-80.36
31174,LP002337,Logan,Harris,Male,30,Yes,0,Graduate,No,2899,2287.981576348109,134.54364324197908,360.0,0.0,Rural,Y,33033,Miami,25.96,-80.47
31179,LP001343,Maurice,Rivera,Male,26,No,0,Graduate,Yes,1719,2059.385797303728,164.56319574566595,360.0,1.0,Rural,Y,33174,Miami,25.57,-80.4
31183,LP001086,Ellen,Hughes,Male,25,Yes,2,Graduate,No,1284,1259.2830661883245,126.26885006124814,360.0,1.0,Rural,Y,33032,Homestead,25.9,-80.24
31185,LP002473,Chandler,Martinez,Male,21,Yes,0,Not Graduate,No,5629,1325.1200172658996,173.5819451787308,360.0,0.0,Semiurban,Y,33056,Miami,25.52,-80.16
31188,LP001248,Toby,Parker,Male,26,Yes,0,Graduate,No,2153,4035.6267358708446,106.81205825141944,360.0,1.0,Urban,Y,33186,Miami,25.85,-80.46
31189,LP001282,Delilah,Flores,Male,22,Yes,0,Graduate,No,2129,2402.299211305233,111.46870533376494,360.0,0.0,Rural,N,33010,Hialeah,25.9,-80.14
31193,LP001518,Terence,Hunter,Male,25,No,0,Graduate,No,4066,2051.404563260745,110.3577810508797,360.0,1.0,Semiurban,Y,33125,Miami Beach,25.27,-80.24
31194,LP001807,Arnold,Rivera,Male,32,No,0,Graduate,No,1821,1274.6374469584225,190.37033080332884,360.0,1.0,Semiurban,Y,33013,Miami,25.85,-80.14
31198,LP002115,Sheldon,Bell,Male,26,Yes,2,Graduate,Yes,880,3261.4914108800667,124.15852241629847,360.0,0.0,Urban,Y,33175,Miami,25.93,-80.51
31200,LP001325,Mariano,Coleman,Female,35,Yes,3+,Graduate,No,4584,1847.9984049241605,122.34453363806813,180.0,1.0,Rural,Y,33149,Miami,25.72,-80.18
31201,LP001282,Isaac,Rivera,Male,20,No,0,Not Graduate,No,1778,3688.26052493358,131.59130422066778,360.0,1.0,Semiurban,Y,33018,Miami,25.64,-80.51
31203,LP001562,Harper,Rivera,Male,37,Yes,0,Graduate,No,1636,3156.6279282369132,94.29186508623513,360.0,1.0,Urban,N,33167,Homestead,25.57,-80.36
31205,LP002288,Caleb,Parker,Female,39,No,2,Graduate,No,3544,3349.423951451981,137.98636793581312,360.0,1.0,Semiurban,Y,33134,Miami,25.75,-80.23
31206,LP002361,Patrick,Parker,Male,27,No,0,Graduate,No,2134,3947.735985465324,140.22545730131623,360.0,1.0,Rural,Y,33181,Miami,25.78,-80.35
31209,LP001639,Felipe,Parks,Male,21,No,1,Graduate,Yes,3731,432.5136492414556,98.50163346488483,180.0,0.0,Rural,Y,33018,Miami,25.9,-80.41
31210,LP001910,Titus,King,Female,22,No,2,Graduate,No,1475,2002.9243712563912,111.18498062819965,360.0,1.0,Urban,Y,33190,Homestead,25.82,-80.36
31213,LP001586,Panfilo,Shaw,Male,45,No,2,Graduate,No,3403,1957.9744369892696,144.14657273045933,360.0,1.0,Urban,Y,33013,Hialeah,25.85,-80.36
31215,LP001765,Jeremias,Parker,Male,23,No,0,Graduate,No,1091,1803.7213865437316,144.88743211137265,480.0,1.0,Rural,Y,33130,Miami,25.65,-80.46
31219,LP002640,Robert,Martinez,Male,23,Yes,1,Not Graduate,No,1161,1463.3269398533914,140.31264766665433,360.0,1.0,Rural,Y,33149,Miami,25.86,-80.34
31221,LP001825,Bennett,Ford,Male,27,Yes,0,Not Graduate,No,1610,988.9630592534409,374.16467483221436,360.0,1.0,Semiurban,Y,33175,Miami,25.88,-80.3
31226,LP001282,Theodore,James,Male,23,Yes,0,Graduate,Yes,4726,2539.2442727295347,134.4063937158313,360.0,0.0,Rural,Y,33160,Miami,25.67,-80.18
31234,LP002640,Dennis,Parker,Male,26,No,3+,Graduate,No,6944,1577.3898217172061,147.4500155529694,360.0,1.0,Rural,N,33172,Miami,25.52,-80.51
31241,LP001870,Warren,Rivera,Male,32,No,0,Not Graduate,No,1411,1192.3087920057176,205.4966271593758,360.0,0.0,Rural,Y,33180,Miami,25.96,-80.31
31242,LP001543,Emma,Perez,Male,19,Yes,0,Graduate,No,2804,2198.2835488966816,119.3288708833164,180.0,0.0,Urban,N,33125,Miami Beach,25.6,-80.27
31243,LP002517,Samuel,Harris,Female,23,No,0,Graduate,No,1707,2685.3934578105213,118.9298342784005,360.0,1.0,Rural,N,33161,Miami,25.96,-80.27
31244,LP001316,Henry,Stewart,Male,31,No,0,Not Graduate,Yes,1476,892.1411969395012,113.1313709295004,360.0,1.0,Urban,Y,33158,Miami,25.82,-80.34
31245,LP002505,Elliott,Gross,Male,22,Yes,2,Graduate,Yes,2087,500.0992186461515,135.9370116691425,120.0,1.0,Semiurban,Y,33168,Miami,25.67,-80.31
31248,LP001736,Elizabeth,Simmons,Male,45,Yes,0,Graduate,No,1171,3789.8514672554984,144.52659808626305,360.0,1.0,Urban,Y,33033,Miami,25.93,-80.5
31257,LP002776,Maurice,Walker,Male,49,No,3+,Graduate,No,1773,1984.5428593498498,212.18021531281505,360.0,1.0,Semiurban,Y,33189,Miami,25.88,-80.18
31259,LP001507,Karl,Rivera,Male,40,Yes,2,Graduate,No,5427,841.9733968394308,195.90671253848166,360.0,1.0,Semiurban,Y,33131,Opa Locka,25.85,-80.3
31260,LP001914,Gaspar,Martinez,Male,36,No,0,Graduate,No,3015,1838.0038172973873,206.02473766442938,300.0,1.0,Rural,Y,33150,Hialeah,25.73,-80.3
31263,LP002798,Abraham,Cooper,Female,40,Yes,0,Graduate,No,1721,1646.170957712949,142.76182507076095,360.0,1.0,Rural,Y,33016,Miami,25.72,-80.24
31266,LP002318,Guillermo,Ward,Female,27,Yes,0,Graduate,No,2075,2839.2767543118216,105.54038193282108,360.0,0.0,Urban,N,33141,Homestead,25.89,-80.41
31267,LP002640,Perry,Stewart,Male,22,Yes,1,Graduate,No,5570,1443.6257768950943,150.79687925156435,360.0,0.0,Rural,Y,33176,Miami,25.71,-80.5
31268,LP002804,Santiago,Spencer,Male,32,Yes,0,Graduate,No,961,1156.7959902450611,119.77561202444892,360.0,1.0,Semiurban,Y,33134,Miami,25.77,-80.2
31269,LP002472,Fabian,Fisher,Male,44,Yes,0,Not Graduate,No,773,3849.544752527945,129.7433252714995,300.0,1.0,Rural,Y,33141,Miami,25.77,-80.24
31272,LP001577,Ross,Parker,Male,35,Yes,0,Not Graduate,No,1572,2754.204581510441,223.41283237988708,360.0,1.0,Urban,N,33012,Miami,25.73,-80.21
31276,LP002239,Sidney,Howard,Male,36,No,0,Graduate,No,2067,1603.4612811194977,133.9283870114706,360.0,1.0,Semiurban,N,33158,Miami,25.61,-80.41
31277,LP001384,Cesar,Simmons,Male,29,No,0,Graduate,No,1036,1280.1639275974967,133.17753620073017,360.0,0.0,Rural,Y,33173,Miami,25.46,-80.13
31283,LP001086,Giselle,Daniels,Male,40,Yes,2,Graduate,No,2827,2865.480242809618,191.52369915456697,360.0,1.0,Rural,Y,33166,Miami,25.9,-80.35
31289,LP001691,Mateo,Bennett,Male,36,No,0,Graduate,No,2288,1803.7321250295263,96.56607128114308,360.0,1.0,Urban,Y,33149,Homestead,25.82,-80.41
31292,LP001776,Malcolm,Evans,Male,30,Yes,3+,Graduate,No,1284,4250.776266190922,177.90378241332317,360.0,0.0,Semiurban,Y,33182,Hialeah,25.75,-80.27
31294,LP001565,Juan,Ward,Male,32,No,2,Graduate,No,7360,1447.6386655363594,151.1987168563972,360.0,1.0,Semiurban,Y,33031,Miami,25.66,-80.5
31300,LP002979,Reginald,Parker,Male,45,Yes,0,Graduate,No,1508,1848.6499141495053,108.2127929311549,360.0,0.0,Rural,Y,33165,Hialeah,25.79,-80.41
31301,LP002741,Bianca,Alexander,Male,22,No,0,Not Graduate,No,1546,4101.652659623436,267.3168557249786,300.0,1.0,Semiurban,Y,33139,Miami,25.82,-80.21
31303,LP001531,Abigail,Fisher,Male,21,Yes,0,Graduate,No,1828,2337.000523371962,198.10792759576037,360.0,1.0,Rural,Y,33169,Miami,25.49,-80.2
31304,LP002006,Mario,Price,Male,34,Yes,0,Graduate,No,1180,2363.1348384027315,107.25812932521521,360.0,0.0,Semiurban,N,33176,Miami,25.56,-80.4
31305,LP002407,Courtney,Alexander,Male,43,No,0,Graduate,Yes,1003,2658.509679533928,128.4498770930331,360.0,1.0,Semiurban,Y,33182,Miami,25.95,-80.47
31307,LP001665,Deborah,Hoffman,Male,34,No,1,Graduate,No,1076,2388.094677506182,197.62852855297228,360.0,1.0,Urban,Y,33185,Miami Beach,25.75,-80.49
31308,LP002941,Roger,Phillips,Male,50,No,0,Graduate,No,1115,2216.979839384292,104.69629299264273,360.0,1.0,Rural,Y,33126,Miami,25.79,-80.27
31309,LP001800,Eleanor,Parker,Male,24,Yes,3+,Graduate,Yes,2007,2468.2317948697214,95.85229719585311,180.0,1.0,Rural,Y,33156,North Miami Beach,25.66,-80.51
31310,LP002315,Allison,Foster,Female,31,No,0,Graduate,No,1754,3495.8979556722206,130.63011231709484,360.0,1.0,Rural,Y,33143,Miami,25.73,-80.19
31313,LP002684,Amelia,Alexander,Male,23,Yes,2,Graduate,No,1609,2072.1938712313713,119.7624180585663,120.0,1.0,Rural,Y,33137,Miami Beach,25.73,-80.24
31315,LP002789,Jessica,Jenkins,Male,36,Yes,1,Graduate,No,1818,1304.8592022659197,228.82335491639583,300.0,1.0,Rural,Y,33135,Miami,25.7,-80.15
31316,LP001097,Orlando,Hernandez,Male,24,No,0,Graduate,No,2838,2196.955730369045,115.48315846111362,360.0,1.0,Rural,Y,33149,Homestead,25.85,-80.27
31317,LP001011,Liam,Riley,Male,25,No,0,Graduate,No,4030,2326.79978842544,128.67010595834017,360.0,0.0,Semiurban,N,33144,Miami,25.95,-80.51
31319,LP001915,Bryce,Johnson,Female,24,No,3+,Not Graduate,No,3729,1262.3929918735364,141.2607201721709,300.0,1.0,Urban,Y,33190,Miami,25.82,-80.51
31320,LP002777,Daphne,Fox,Female,26,No,0,Graduate,No,1074,2266.7290965496077,189.7313462293165,360.0,0.0,Urban,Y,33013,Miami,25.77,-80.46
31322,LP001095,Noah,Rivera,Male,33,No,0,Graduate,No,1739,711.5406170540894,140.8440624990929,360.0,1.0,Semiurban,Y,33054,Miami,25.9,-80.27
31326,LP001543,Victor,Brown,Male,28,Yes,0,Not Graduate,Yes,1148,2820.5214765838045,127.26642721866448,360.0,1.0,Rural,Y,33186,Miami,25.81,-80.29
31327,LP001720,Aria,Fischer,Male,40,No,1,Graduate,No,767,2172.7937330572972,113.10340413280842,120.0,0.0,Urban,Y,33146,Miami,25.49,-80.14
31329,LP001036,Terence,Parker,Male,26,No,0,Graduate,No,2274,2856.830088332958,116.75065498668967,240.0,1.0,Semiurban,Y,33167,Miami Gardens,25.78,-80.46
