,LoanID,FirstName,LastName,Gender,Age,Married,Dependents,EducationLevel,SelfEmployed,Income,CoapplicantIncome,LoanAmount,LoanTerm,CreditHistory,PropertyArea,ZIPCode,City,Latitude,Longitude,TotalIncome,IncomeRatio,DTI,IncomeToLoanRatio,LoanStatus
26652,LP001263,Alejandro,Parker,Male,38,No,1,Graduate,No,2570,1178.706843087446,30460,360.0,1.0,Urban,33162,Miami,25.82,-80.14,3748.706843087446,2.178507325831879,8.123301707212862,0.08437017826072683,Y
26655,LP001562,Annabelle,Davidson,Male,37,Yes,0,Not Graduate,No,3047,1105.9920484886945,99371,360.0,1.0,Urban,33161,Miami,25.9,-80.36,4152.992048488694,2.752503962571253,23.92180794764717,0.0306625608823411,N
26661,LP001199,Allison,Parker,Male,25,Yes,3+,Graduate,No,2809,1306.437292632346,105715,180.0,1.0,Rural,33149,Miami,25.88,-80.3,4115.437292632346,2.1484778014435117,25.68118799944071,0.0265711907374475,Y
26662,LP002863,Gary,Parker,Female,23,Yes,0,Graduate,No,5016,1418.028615179302,102,360.0,0.0,Urban,33175,Miami,25.92,-80.24,6434.0286151793025,3.534812438835986,0.015850745365668887,48.699029126213595,N
26663,LP001630,Charlotte,Ward,Male,21,Yes,0,Graduate,No,2800,1939.0951588765167,170659,360.0,1.0,Rural,33179,Miami,25.7,-80.21,4739.0951588765165,1.4432281773340658,36.00328564721243,0.016406890894175553,N
26666,LP002407,Roland,Rivera,Male,45,No,1,Graduate,No,2466,1353.659334142062,94369,360.0,1.0,Semiurban,33180,Miami Beach,25.73,-80.5,3819.659334142062,1.8203838691015084,24.69966352579581,0.026131185758185863,N
26669,LP001603,Gordon,Stone,Male,33,Yes,2,Graduate,No,1690,1714.4024175275001,112685,360.0,1.0,Rural,33179,Miami,25.9,-80.51,3404.4024175275,0.9851915694720111,33.09006871552502,0.014997426477113395,N
26671,LP002556,Jeremias,Lopez,Male,43,No,0,Not Graduate,No,2037,1289.9740689023315,4534,360.0,1.0,Rural,33176,Hialeah,25.92,-80.32,3326.9740689023315,1.5778783238705851,1.362390423160795,0.44917309812568906,N
26673,LP001664,Norman,Stone,Female,29,Yes,2,Graduate,No,3123,1664.507783348984,-2871,300.0,0.0,Semiurban,33156,Miami,25.72,-80.24,4787.507783348984,1.8751038159187148,-0.5995604747648716,-1.0881533101045295,N
26674,LP001836,Patrick,Spencer,Male,39,No,2,Graduate,Yes,3809,1470.9185341038005,71948,120.0,1.0,Urban,33177,North Miami Beach,25.86,-80.34,5279.918534103801,2.5877790867815698,13.62414502995357,0.05294027714075248,Y
26676,LP002265,Josiah,Parker,Female,22,Yes,1,Graduate,No,1756,1120.9021938956996,36865,360.0,1.0,Urban,33182,Miami,25.83,-80.32,2876.9021938956994,1.5651988288769234,12.809677854304473,0.047631964411653016,Y
26680,LP001572,Ryan,Parker,Male,21,Yes,0,Graduate,No,2063,634.9170396315874,10696,360.0,1.0,Semiurban,33016,Miami,25.75,-80.21,2697.9170396315876,3.2441338593398594,3.9630710551444164,0.1928578106011031,N
26684,LP001586,Tony,Rivera,Male,31,Yes,1,Graduate,No,2097,370.6389410234915,12308,360.0,1.0,Urban,33109,Miami,25.65,-80.27,2467.6389410234915,5.642573391864895,4.985743275562661,0.17036314891542773,Y
26692,LP002341,Rafael,Jordan,Male,35,Yes,0,Graduate,No,8432,1178.2557784400644,45149,360.0,1.0,Urban,33183,Miami,25.79,-80.27,9610.255778440065,7.15027236173815,4.697513107629294,0.18675526024363234,Y
26703,LP001917,Perry,Stone,Male,37,No,2,Graduate,No,2816,1717.7193313467976,67211,360.0,1.0,Urban,33145,Miami,25.81,-80.26,4533.719331346798,1.6384292354432108,14.821424456282399,0.04189728024757484,Y
26705,LP001265,Kirk,Morgan,Female,40,No,2,Graduate,Yes,4814,2134.6241435662464,169083,360.0,0.0,Urban,33149,Key Biscayne,25.77,-80.58,6948.624143566247,2.254141963370565,24.32980496600409,0.028471055806581345,N
26707,LP001241,Mathew,Griffin,Male,39,Yes,0,Graduate,No,2374,1345.5516469594804,74470,360.0,1.0,Urban,33165,Homestead,25.7,-80.46,3719.5516469594804,1.7630218680141252,20.015849010148422,0.03187818076835278,N
26709,LP002181,Clara,Rivera,Male,33,No,2,Not Graduate,No,3858,1294.7786825886044,12287,360.0,0.0,Semiurban,33056,Miami,25.96,-80.21,5152.778682588604,2.9773602945009037,2.384075987102452,0.31396484375,N
26710,LP002545,Pierre,Duncan,Male,32,Yes,0,Not Graduate,No,2226,858.4273466292211,32173,360.0,1.0,Rural,33031,Miami,25.56,-80.32,3084.427346629221,2.590096776336759,10.427404824537021,0.06918629949648784,N
26711,LP002224,Shane,Wright,Male,36,Yes,1,Graduate,No,3547,954.5903948520224,17821,360.0,1.0,Rural,33129,Miami,25.52,-80.49,4501.590394852023,3.711841411454611,3.9579438583566042,0.19902367859948378,Y
26712,LP002587,Catherine,Brown,Male,24,Yes,0,Not Graduate,No,1867,1982.019095719613,72448,360.0,1.0,Rural,33101,Miami Beach,25.27,-80.41,3849.019095719613,0.9414937072617997,18.817569003890522,0.02576985189581637,N
26717,LP001978,Anderson,Brooks,Female,36,Yes,3+,Graduate,No,5281,2221.8058314030736,124312,360.0,1.0,Urban,33179,Opa Locka,25.79,-80.21,7502.805831403073,2.375826050747105,16.566526745636214,0.04248147820421034,N
26719,LP002868,Fabian,Morgan,Male,24,No,1,Graduate,No,3364,1385.7804604221024,59149,120.0,1.0,Rural,33031,Miami,25.88,-80.32,4749.780460422102,2.4257624735901455,12.450375363113427,0.05687235841081995,Y
26722,LP002603,Boyd,Rivera,Male,24,No,2,Graduate,No,2208,1961.0798776464453,114247,360.0,1.0,Rural,33136,Miami,25.92,-80.3,4169.079877646445,1.1253364478965764,27.396837315375347,0.01932637770464253,Y
26725,LP002505,Dexter,Rivera,Male,34,Yes,1,Graduate,No,3400,2154.1167012374995,91792,360.0,1.0,Urban,33182,Miami,25.81,-80.2,5554.116701237499,1.5776407830015287,16.52386528253344,0.037039861427341954,Y
26728,LP002841,Vincent,Pope,Female,37,No,3+,Graduate,No,1775,1620.8414566566876,127017,360.0,0.0,Rural,33136,Miami Beach,25.5,-80.38,3395.8414566566876,1.0944349663246604,37.39267835155763,0.013974397329512353,N
26739,LP002600,Blaine,Scott,Female,46,Yes,0,Graduate,No,2738,1300.687732424444,25568,360.0,1.0,Semiurban,33184,Miami,25.78,-80.51,4038.687732424444,2.1034230651466372,6.32920208034377,0.1070827955727639,Y
26740,LP002407,Lucas,Taylor,Female,35,Yes,1,Graduate,No,3571,1158.0635497334733,129769,360.0,1.0,Semiurban,33165,Miami,25.78,-80.27,4729.063549733473,3.0809354679656273,27.43493795285523,0.02751791631347769,Y
26742,LP001790,Elijah,Martinez,Male,31,Yes,2,Not Graduate,No,2460,1877.0232956591235,16864,36.0,1.0,Semiurban,33015,Miami,25.61,-80.35,4337.0232956591235,1.309887904844451,3.887484886693691,0.14586421583160392,N
26744,LP001711,Matthew,Ford,Female,44,Yes,0,Graduate,No,3286,1549.7798566866923,42360,360.0,1.0,Rural,33139,Hialeah,25.96,-80.19,4835.779856686692,2.118933893699574,8.757892907083349,0.07757135100682232,Y
26749,LP001579,Agustin,Turner,Male,34,No,0,Not Graduate,No,2108,1394.6273655270713,33843,180.0,1.0,Urban,33172,Miami,25.76,-80.18,3502.6273655270716,1.5104318330730744,9.65941764611968,0.06228578182247961,Y
26750,LP002545,Carlos,Foster,Male,40,No,3+,Graduate,No,3072,1577.6088285017245,146678,360.0,1.0,Urban,33172,Miami,25.89,-80.32,4649.608828501725,1.9460172428629263,31.53952641664229,0.020943693371239237,Y
26752,LP002031,Generoso,Parker,Male,38,Yes,1,Graduate,Yes,7710,1466.1049272239918,100454,360.0,1.0,Rural,33015,Miami,25.89,-80.34,9176.104927223992,5.255247840104123,10.946153585103074,0.07675078393310437,N
26753,LP002288,Adrian,Cooper,Female,47,No,0,Graduate,Yes,3307,2863.352567901262,166060,360.0,1.0,Urban,33161,Miami,25.9,-80.29,6170.352567901262,1.1545366436587343,26.9082017552715,0.019914368816278356,N
26755,LP001275,Isaac,Mendez,Male,22,Yes,2,Graduate,No,2664,1924.4030815453789,92026,360.0,1.0,Urban,33181,Miami,25.77,-80.13,4588.403081545379,1.3836063863893913,20.051845166978076,0.028948026122768318,Y
26756,LP002556,Mathew,Riley,Male,22,No,3+,Graduate,No,3324,3867.980881174583,34457,360.0,1.0,Rural,33141,Miami,25.66,-80.4,7191.9808811745825,0.8591409733177249,4.7903644635259095,0.09646526205815775,Y
26760,LP001253,Horace,Johnson,Male,26,Yes,2,Graduate,No,1761,2796.75082993685,104924,360.0,0.0,Urban,33033,Miami,25.75,-80.27,4557.75082993685,0.6294341801838546,23.015954131771107,0.016783416726233024,Y
26763,LP001489,Archie,Schmidt,Male,41,Yes,0,Graduate,No,2215,1276.139562485947,88503,360.0,1.0,Rural,33158,Miami,25.9,-80.51,3491.139562485947,1.7343445188468765,25.343488831528095,0.025027117418421767,Y
26766,LP001586,Scott,Duncan,Female,40,Yes,0,Graduate,Yes,2526,1163.9734777161157,42215,360.0,1.0,Semiurban,33144,Miami,25.6,-80.17,3689.9734777161157,2.1682897064335944,11.437362054988705,0.05983513359863559,N
26771,LP001008,Patrick,Wilson,Female,23,Yes,3+,Graduate,No,2175,821.6547149932409,111267,360.0,1.0,Urban,33194,Miami Beach,25.79,-80.34,2996.6547149932408,2.6438795771295984,37.11801744326344,0.019547399072509616,N
26774,LP001120,Christine,Bennett,Female,33,No,0,Not Graduate,No,2446,1860.378594251923,128007,360.0,0.0,Rural,33033,Hialeah,25.6,-80.51,4306.378594251923,1.3140797941662334,29.718074972750664,0.01910818073870383,Y
26778,LP002836,Mario,Young,Male,19,Yes,0,Graduate,No,3042,1738.8149381997066,35320,360.0,1.0,Urban,33127,Homestead,25.56,-80.36,4780.814938199706,1.7484618238464744,7.386316797382698,0.0861244019138756,Y
26780,LP002347,Chloe,Long,Female,19,No,1,Graduate,No,1952,1735.1480564317526,111788,180.0,1.0,Semiurban,33165,Miami,25.77,-80.14,3687.1480564317526,1.1243280737311545,30.310063015245056,0.01746146758625625,Y
26781,LP001014,Colin,Armstrong,Male,25,No,0,Not Graduate,No,5625,1731.841042630178,40360,360.0,1.0,Rural,33012,Miami,25.89,-80.14,7356.841042630178,3.246114249153599,5.485304692797858,0.13936721092143406,Y
26782,LP002785,Mariano,Ramirez,Male,38,No,1,Graduate,Yes,5023,2768.3064880136662,35565,360.0,0.0,Urban,33016,Hialeah,25.76,-80.27,7791.306488013666,1.8138115162554056,4.564117191066218,0.14123038857335657,N
26783,LP001384,Dylan,Silva,Male,36,Yes,1,Graduate,No,1528,973.5216047498358,16472,360.0,1.0,Urban,33175,Miami,25.76,-80.34,2501.5216047498357,1.5679488197619227,6.5821609566669945,0.09275784617252474,N
26790,LP001518,Jessica,Dunn,Male,29,No,0,Graduate,No,3696,2275.821881052764,102015,300.0,1.0,Urban,33126,Miami,25.73,-80.18,5971.821881052764,1.6233153900870945,17.079866440286168,0.03622961104140527,N
26793,LP002493,Mathew,Ward,Female,33,No,2,Graduate,No,2370,1158.8583028709045,26128,360.0,1.0,Rural,33182,Miami,25.49,-80.31,3528.8583028709045,2.0433530493627785,7.401996839008969,0.09070381568372307,Y
26797,LP002505,Boyd,Morris,Male,39,Yes,0,Graduate,No,2684,1189.4093329485163,73394,180.0,1.0,Urban,33055,Miami,25.85,-80.46,3873.4093329485163,2.254686623929619,18.94327462404326,0.03656924858641597,N
26800,LP002337,Jessica,Rivera,Male,36,Yes,3+,Graduate,No,2347,1395.1668807541387,88892,360.0,1.0,Semiurban,33012,Miami,25.81,-80.18,3742.1668807541387,1.6810311377192027,23.747805756950612,0.02640252888303916,Y
26801,LP001947,Stuart,Parker,Male,27,No,0,Graduate,No,2564,940.8536352590635,45684,360.0,1.0,Urban,33157,Hialeah,25.76,-80.14,3504.8536352590636,2.7222913455069415,13.030777879757151,0.05612345408777498,Y
26803,LP001586,Craig,Parker,Male,21,No,0,Not Graduate,Yes,2235,836.2733156617263,25071,360.0,1.0,Urban,33186,Miami,25.67,-80.18,3071.2733156617264,2.669379231599662,8.160406781582205,0.08914326738991704,N
26807,LP002912,Barbara,Simmons,Male,38,Yes,3+,Graduate,No,1613,1477.3032972593476,94716,360.0,1.0,Rural,33010,Miami,25.49,-80.41,3090.3032972593473,1.0911157426154492,30.639504083592264,0.017029677882534285,Y
26808,LP001955,Ryan,Taylor,Male,33,Yes,0,Graduate,No,2558,1145.456510861816,129900,360.0,1.0,Rural,33193,Miami,25.52,-80.38,3703.4565108618162,2.2312228817795248,35.06587258323075,0.01969191923079884,Y
26813,LP001518,Modesto,Brooks,Male,41,Yes,0,Graduate,No,3651,1782.7154348493316,27778,360.0,1.0,Semiurban,33030,Homestead,25.89,-80.46,5433.715434849331,2.0468511561141454,5.111215174556807,0.1314302170704489,N
26814,LP001765,Garrett,Martinez,Male,46,No,2,Not Graduate,No,2018,2022.472018302487,45753,36.0,1.0,Semiurban,33012,Miami,25.94,-80.35,4040.472018302487,0.9972957282072635,11.32087511500756,0.04410543340472964,N
26816,LP001316,Jefferson,Bryant,Female,32,Yes,2,Graduate,Yes,2430,1607.1783327012333,63444,360.0,0.0,Rural,33139,Miami,25.83,-80.2,4037.1783327012336,1.5110264518477656,15.711044627779179,0.03830089053510915,N
26817,LP002529,Danielle,Lawson,Male,33,No,0,Graduate,No,2119,2156.3979449455505,49119,360.0,1.0,Urban,33154,Key Biscayne,25.76,-80.18,4275.397944945551,0.9822017328627243,11.48606856339358,0.043139250814332245,Y
26821,LP002407,Esteban,Price,Male,39,No,0,Not Graduate,No,2677,1187.3350290766766,39869,360.0,1.0,Rural,33015,Miami,25.7,-80.16,3864.3350290766766,2.252731708228781,10.314500476695708,0.06714321545021319,Y
26822,LP001528,Dylan,King,Male,33,Yes,2,Not Graduate,No,2659,1625.7564745927157,34093,180.0,1.0,Semiurban,33156,Hialeah,25.86,-80.51,4284.756474592716,1.6345409048798918,7.954955024186233,0.07799026221622572,N
26825,LP001560,Diana,Graham,Male,33,Yes,1,Graduate,Yes,2886,1114.3635733641224,49161,180.0,1.0,Rural,33056,Miami,25.77,-80.31,4000.363573364122,2.587497089666774,12.286061763357381,0.05870387697815386,N
26826,LP001206,Jesse,Reese,Male,54,Yes,0,Graduate,No,1966,1044.1176430799728,199981,360.0,1.0,Urban,33014,Homestead,25.65,-80.19,3010.117643079973,1.8811279409714843,66.41421017195663,0.009830884779630168,Y
26832,LP001478,Noah,Price,Male,40,No,0,Graduate,No,2299,3540.5303294711257,175000,480.0,0.0,Urban,33149,Miami,25.93,-80.2,5839.530329471126,0.6491544010984994,29.963032486443176,0.013137067788184067,Y
26834,LP002692,Axel,Bryant,Female,20,No,0,Graduate,No,2472,1504.0298466062748,25331,360.0,1.0,Rural,33170,Miami,25.85,-80.27,3976.029846606275,1.6424923436396746,6.36932609937935,0.09758408337280909,N
26838,LP001722,Neil,Vaughan,Male,35,No,0,Not Graduate,No,3301,695.8593376305552,17209,360.0,1.0,Rural,33018,Miami,25.78,-80.27,3996.8593376305553,4.7369674505962465,4.304553649003419,0.1918070889018013,N
26841,LP002868,Perry,Reed,Male,30,Yes,1,Graduate,No,1894,1554.2330905281603,54380,360.0,1.0,Urban,33179,Miami,25.77,-80.24,3448.2330905281606,1.2178238821788403,15.76582346647762,0.034828340780787406,Y
26842,LP001043,Alfonso,Sanchez,Male,20,Yes,2,Graduate,No,3429,1043.2329555975682,118841,360.0,1.0,Rural,33174,Homestead,25.6,-80.58,4472.232955597568,3.2837500306985956,26.5671386175604,0.028853435654061694,N
26843,LP001665,Barrett,Gonzalez,Male,35,No,1,Graduate,No,3681,1466.6372959119785,99898,360.0,1.0,Rural,33170,Miami,25.76,-80.33,5147.637295911978,2.508112876562363,19.402803937911706,0.03684721568784472,N
26844,LP001910,Todd,Martinez,Female,43,Yes,1,Graduate,No,3052,1495.5402109858742,-5577,360.0,1.0,Urban,33185,Miami,25.76,-80.24,4547.540210985874,2.03937052783195,-1.226107661207465,-0.5473457675753228,Y
26845,LP001963,Ivy,Foster,Male,38,Yes,2,Graduate,No,3090,1177.616366443951,21803,360.0,1.0,Rural,33122,Key Biscayne,25.89,-80.3,4267.616366443951,2.6217182180516962,5.107744085740689,0.14171711612548157,N
26848,LP002534,Stanley,Franklin,Female,31,No,0,Graduate,No,2177,1368.0584283907792,45288,360.0,1.0,Rural,33150,Miami Gardens,25.88,-80.24,3545.058428390779,1.5901439667252864,12.771363166892865,0.04806906754399523,Y
26849,LP001715,Christine,Rivera,Male,44,No,0,Graduate,No,1656,1481.3318865598278,58044,480.0,1.0,Rural,33035,Miami,25.92,-80.39,3137.3318865598276,1.1171587247193464,18.495175812532242,0.02852958911189594,Y
26851,LP002670,Ulysses,Gonzales,Male,30,No,0,Graduate,No,3231,1395.2617206088378,58910,360.0,1.0,Semiurban,33182,Miami,25.56,-80.3,4626.261720608838,2.3140360809942764,12.731071540135154,0.05484544482354738,N
26863,LP002600,Herbert,Lopez,Male,33,Yes,1,Graduate,No,2099,1187.5787299549074,109343,360.0,1.0,Rural,33176,Miami,25.73,-80.28,3286.5787299549074,1.7659747285563763,33.25943163085854,0.019196297922153938,Y
26864,LP002361,Doris,Collins,Female,22,Yes,1,Graduate,No,1653,1802.5250489377709,14453,360.0,1.0,Semiurban,33134,Miami,25.96,-80.41,3455.525048937771,0.9165384206743199,4.1813670652962776,0.11436280614362807,N
26868,LP001498,Aurora,Lloyd,Male,21,No,0,Graduate,No,2510,2049.794738485722,75738,360.0,0.0,Rural,33139,Miami,25.52,-80.24,4559.794738485722,1.2239157595329841,16.606316298537607,0.03314012595888512,Y
26869,LP001562,Perry,Perez,Male,36,Yes,1,Not Graduate,No,1530,1578.4134380799935,-7657,360.0,1.0,Semiurban,33054,Miami,25.94,-80.3,3108.4134380799933,0.9687140574540997,-2.462522322129044,-0.19984326018808776,N
26873,LP001910,Lucas,Foster,Male,20,Yes,2,Not Graduate,No,2225,863.1291645551303,40742,360.0,1.0,Rural,33137,Miami,25.65,-80.34,3088.12916455513,2.574846552188146,13.188830194436791,0.0546106079571951,Y
26877,LP001711,Abigail,Ortiz,Male,24,Yes,0,Graduate,No,1795,491.85432859586786,31839,180.0,1.0,Urban,33156,Miami,25.52,-80.13,2286.8543285958676,3.6420497819587365,13.916532885002628,0.056375628140703515,N
26879,LP002916,Orlando,Coleman,Male,39,No,2,Graduate,No,2954,832.4398112156201,75550,360.0,1.0,Rural,33176,Miami,25.73,-80.3,3786.43981121562,3.544347126508656,19.9475117139225,0.039099416288335034,Y
26880,LP001698,Sherman,Dawson,Male,36,Yes,2,Graduate,No,1526,1472.2166319043022,101441,360.0,1.0,Semiurban,33165,Miami,25.75,-80.5,2998.216631904302,1.0358286534054868,33.82249848874429,0.015043078803651348,N
26883,LP002407,Erin,Brown,Male,34,Yes,1,Graduate,No,6724,1382.587306680761,31256,360.0,1.0,Urban,33170,Miami Gardens,25.82,-80.51,8106.587306680761,4.859830650030275,3.855154291615785,0.21511981316185175,Y
26891,LP002288,Heather,Dunn,Male,36,No,0,Graduate,No,3807,2022.5425122941024,73696,360.0,0.0,Semiurban,33143,Miami Beach,25.49,-80.13,5829.542512294102,1.881354098997397,12.639647141686538,0.05165746231189872,N
26893,LP002467,Francisco,Parker,Male,25,No,1,Graduate,Yes,2748,809.5502183401618,58569,360.0,1.0,Rural,33125,Hialeah,25.83,-80.2,3557.550218340162,3.390289630206173,16.458668954043517,0.04691821751750043,N
26894,LP002284,Charlotte,Clarke,Male,35,No,2,Graduate,No,1851,1087.7122418329914,57282,360.0,0.0,Semiurban,33176,Hialeah,25.81,-80.4,2938.7122418329914,1.7001737730840576,19.48558065815418,0.03231325175008292,N
26895,LP001384,Enrique,Phillips,Male,34,Yes,0,Graduate,No,1882,2395.6489411110238,131334,360.0,1.0,Semiurban,33012,Miami,25.85,-80.23,4277.648941111023,0.7852631095514364,30.695203511110428,0.014329767388738722,N
26897,LP002741,Maxwell,Jenkins,Female,35,Yes,1,Graduate,No,1380,1023.5912946553897,11129,180.0,1.0,Urban,33039,Miami,25.73,-80.38,2403.59129465539,1.34687851360688,4.628229348054316,0.12398921832884097,N
26898,LP002098,Scott,Rivera,Male,43,Yes,0,Graduate,No,2676,1036.3537352302133,7659,360.0,1.0,Urban,33194,Hialeah,25.27,-80.46,3712.3537352302133,2.579640781267474,2.0625559928039476,0.3493472584856397,N
26899,LP002114,Liam,Armstrong,Male,29,No,3+,Graduate,No,2784,2243.9810010964475,48298,360.0,0.0,Urban,33133,Miami,25.75,-80.3,5027.9810010964475,1.2400995815288842,9.60393367751236,0.057640944947100356,Y
26900,LP002409,Gaspar,Rivera,Male,23,No,0,Not Graduate,No,3882,1502.258397398156,47213,360.0,1.0,Urban,33149,Miami,25.66,-80.33,5384.258397398156,2.5823903639713417,8.767081635824676,0.08222137501588511,N
26903,LP001248,Jonathan,Rivera,Male,36,Yes,1,Not Graduate,No,1490,967.5463305326977,109759,360.0,1.0,Rural,33194,Miami,25.78,-80.18,2457.5463305326975,1.5383879459648608,44.64386073872292,0.013575072886297376,Y
26909,LP001699,Cesar,Thompson,Male,33,Yes,0,Graduate,No,1671,1668.2298918450665,85483,360.0,1.0,Semiurban,33157,Miami,25.75,-80.2,3339.2298918450665,1.0010604340142608,25.59195108357681,0.01954751766412428,N
26910,LP001819,Elisa,Phillips,Male,19,Yes,0,Graduate,No,6301,836.9969086272089,68146,360.0,1.0,Urban,33016,Hialeah,25.93,-80.35,7137.9969086272085,7.519120816713015,9.545598754588076,0.09246188386869561,N
26915,LP001319,Cornell,Jordan,Female,35,Yes,0,Graduate,No,1909,2268.3201168706814,109352,180.0,1.0,Semiurban,33169,Miami,25.92,-80.21,4177.320116870682,0.8412211154380673,26.1712834204523,0.017457225681965744,Y
26918,LP001955,Pablo,Adams,Male,36,Yes,2,Graduate,No,2369,2635.764779285503,98584,360.0,0.0,Rural,33158,Hialeah,25.75,-80.21,5004.764779285503,0.8984495009228466,19.694093579457277,0.024030024851650858,N
26920,LP001751,Clara,Ward,Female,32,Yes,0,Graduate,No,2586,2714.992382374239,37339,360.0,1.0,Rural,33018,Hialeah,25.89,-80.14,5300.992382374239,0.9521381638557457,7.042446934501167,0.06925549009105517,Y
26921,LP002626,Thomas,Brooks,Female,19,Yes,2,Not Graduate,No,3843,2647.9341820004115,41786,480.0,1.0,Semiurban,33160,Miami,25.53,-80.4,6490.934182000412,1.4507721732436019,6.4366025330103,0.09196640103381434,N
26923,LP001265,Jordan,Spencer,Male,37,Yes,0,Not Graduate,No,3812,1365.908295289166,26510,360.0,1.0,Urban,33138,Miami,25.82,-80.36,5177.908295289166,2.7887752332306834,5.118839432649156,0.1437893704500019,Y
26925,LP001925,Abigail,Lawson,Male,19,No,0,Graduate,No,3131,2986.675520850447,89742,360.0,1.0,Rural,33143,Miami,25.76,-80.51,6117.675520850447,1.047971902621057,14.666899673661167,0.03488851498166988,Y
